Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6,Nr.7,Nr.8,Nr.9,Nr.10,Nr.11,Nr.12
3153,1,4,5,6,10,13,14,16,18,20,23,24
3154,2,3,7,8,11,12,14,15,18,20,21,23
3155,4,6,7,9,11,14,15,16,18,19,20,24
3156,2,3,4,5,7,9,10,11,13,14,18,20
3157,1,4,5,10,12,14,16,19,20,21,22,24
3158,1,2,5,7,8,9,11,14,18,19,20,24
3159,2,3,5,8,10,12,14,15,17,19,20,24
3160,1,5,7,8,12,13,14,15,16,21,23,24
3161,1,9,10,12,14,17,18,19,20,21,22,24
3162,1,3,4,7,8,12,13,15,16,21,22,24
3163,1,2,3,4,6,8,10,11,13,15,17,21
3164,2,3,7,11,12,13,14,15,16,17,19,21
3165,4,7,8,9,10,11,13,14,16,20,23,24
3166,3,5,6,8,9,10,14,18,20,21,22,24
3167,1,6,7,9,11,12,13,14,19,20,21,24
3168,1,3,6,8,9,10,12,13,14,20,23,24
3169,1,4,5,7,10,13,14,15,16,20,22,24
3170,1,3,5,9,10,11,14,15,16,18,22,24
3171,2,3,4,6,8,9,10,15,16,18,19,21
3172,1,2,5,6,8,12,14,15,16,17,18,23
3173,1,3,4,5,7,10,12,15,17,18,21,24
3174,1,2,3,4,5,6,9,12,14,16,17,24
3175,1,3,4,6,8,9,12,13,15,18,19,23
3176,1,2,3,4,8,9,10,11,13,20,21,22
3177,1,2,5,6,8,9,12,14,15,16,21,23
3178,3,5,8,12,14,15,16,17,18,22,23,24
3179,1,2,5,6,7,8,16,17,19,21,22,24
3180,2,3,6,9,11,13,14,16,17,18,19,20
3181,1,4,8,11,12,13,14,15,16,20,22,23
3182,3,4,7,8,9,10,13,14,15,17,18,19
3183,6,9,10,11,12,15,17,18,19,22,23,24
3184,1,2,5,6,7,11,13,15,16,17,18,19
3185,2,3,5,6,8,11,13,15,16,19,20,23
3186,1,8,11,12,14,15,16,17,18,21,22,24
3187,3,5,7,8,9,10,13,14,15,18,22,23
3188,2,4,5,6,8,9,16,17,20,21,22,24
3189,3,4,5,6,7,8,10,11,13,17,18,20
3190,1,2,6,7,9,12,14,16,17,18,19,24
3191,4,5,8,9,11,13,14,16,19,20,21,23
3192,1,3,4,7,10,12,13,17,20,21,22,23
3193,1,3,6,9,12,13,14,15,21,22,23,24
3194,1,2,3,6,7,8,9,10,14,18,21,22
3195,1,3,5,7,9,10,13,15,16,17,19,22
3196,2,4,6,9,10,12,13,16,17,18,23,24
3197,1,3,6,9,10,13,15,17,18,20,21,24
3198,2,3,4,7,9,10,11,12,16,22,23,24
3199,1,2,3,4,7,8,10,11,12,13,15,21
3200,1,2,4,5,6,7,8,10,11,18,21,24
3201,1,5,6,7,8,11,13,14,15,17,18,24
3202,1,2,7,8,9,11,12,15,17,18,19,21
3203,1,2,3,4,7,8,12,13,17,19,21,23
3204,1,6,7,10,11,13,14,17,18,19,20,24
3205,2,4,5,6,7,8,9,10,11,14,15,17
3206,3,4,6,7,9,12,13,17,21,22,23,24
3207,3,5,10,11,12,14,16,17,19,22,23,24
3208,2,4,8,9,10,12,17,18,19,21,23,24
3209,2,5,6,7,8,9,11,14,16,17,19,21
3210,1,2,3,4,12,13,14,15,17,20,22,24
3211,4,6,7,10,11,14,15,16,18,20,21,24
3212,1,4,9,10,11,15,16,17,18,19,20,22
3213,1,2,4,6,8,9,10,12,13,16,21,23
3214,1,2,3,6,10,11,14,16,17,22,23,24
3215,1,4,5,6,8,9,10,11,17,20,22,23
3216,4,6,9,12,13,15,16,17,18,20,22,24
3217,4,5,6,7,10,11,15,16,18,19,21,23
3218,3,4,6,8,9,11,15,16,17,19,20,21
3219,1,3,6,7,9,10,12,17,18,19,21,24
3220,1,2,7,9,10,11,12,16,17,22,23,24
3221,2,5,6,7,13,14,17,18,19,20,21,23
3222,1,3,4,7,9,10,14,15,17,19,20,21
3223,3,6,8,9,10,11,12,13,15,18,20,21
3224,3,6,8,9,11,14,15,18,20,21,23,24
3225,4,5,6,10,11,12,17,18,20,21,22,23
3226,1,7,8,9,10,11,13,18,20,21,22,24
3227,2,4,5,7,9,10,12,14,17,18,23,24
3228,6,9,10,12,14,15,16,19,20,21,22,23
3229,1,2,4,8,10,11,13,16,17,19,22,23
3230,2,6,8,9,11,12,13,18,19,22,23,24
3231,2,3,5,6,7,8,11,12,14,20,23,24
3232,1,4,6,9,10,12,13,14,15,16,17,24
3233,1,2,5,7,12,13,14,15,17,20,22,23
3234,1,6,7,8,9,11,13,16,17,20,22,23
3235,4,6,8,11,12,13,17,18,19,20,21,22
3236,2,3,4,6,9,10,12,13,15,16,20,24
3237,4,6,10,12,13,14,15,16,19,20,22,23
3238,3,6,7,9,11,12,13,14,15,19,23,24
3239,1,4,6,8,9,11,12,16,17,18,23,24
3240,1,6,7,8,10,13,14,16,18,20,22,24
3241,3,5,6,7,13,16,17,18,20,21,23,24
3242,3,4,5,6,8,10,11,13,16,17,21,23
3243,1,4,5,6,7,9,10,12,14,19,20,22
3244,1,2,3,5,9,10,12,15,18,19,22,24
3245,1,7,14,15,16,17,18,20,21,22,23,24
3246,3,6,7,8,9,10,11,16,19,20,21,22
3247,1,2,4,5,7,11,12,14,16,17,20,23
3248,1,6,7,8,9,11,12,15,16,17,19,24
3249,1,3,6,7,8,10,11,12,13,17,19,21
3250,6,7,12,13,14,15,18,19,20,22,23,24
3251,4,5,7,8,9,12,13,14,15,18,21,24
3252,2,3,6,7,8,9,10,11,15,21,22,24
3253,4,5,6,7,9,10,11,16,17,19,22,23
3254,4,5,6,7,8,10,11,12,15,17,18,20
3255,2,4,6,11,12,13,15,17,18,22,23,24
3256,1,2,4,7,10,11,14,17,20,22,23,24
3257,1,3,4,5,6,10,13,16,17,19,23,24
3258,1,2,3,5,6,9,11,16,17,19,21,24
3259,1,3,5,6,8,10,12,14,16,17,20,22
3260,2,3,7,8,10,11,12,13,14,15,20,23
3261,1,3,4,13,15,18,19,20,21,22,23,24
3262,2,5,7,8,11,13,14,15,18,19,21,22
3263,2,5,7,10,12,14,15,19,20,22,23,24
3264,2,3,8,9,10,11,13,15,16,18,21,22
3265,1,7,9,13,15,16,17,18,19,20,23,24
3266,2,3,4,7,10,11,13,17,18,20,22,23
3267,2,7,10,11,12,13,14,18,19,20,21,22
3268,2,4,7,12,13,14,17,19,20,21,23,24
3269,3,4,5,13,14,15,17,19,21,22,23,24
3270,1,2,4,5,6,7,9,12,15,18,19,24
3271,1,3,4,5,8,9,10,13,14,17,23,24
3272,1,2,4,6,8,10,13,14,15,17,18,21
3273,2,7,8,9,11,14,16,18,19,20,22,23
3274,1,8,9,10,11,14,15,17,19,21,22,23
3275,1,2,3,4,5,6,10,11,12,13,20,22
3276,3,4,8,10,12,13,14,16,19,20,22,24
3277,1,4,5,6,7,8,10,12,17,18,21,22
3278,1,2,3,5,6,7,13,14,15,17,18,22
3279,1,2,8,9,10,11,14,16,18,19,22,24
3280,2,4,6,7,8,9,10,12,13,20,22,24
3281,1,2,3,4,7,13,16,17,21,22,23,24
3282,5,7,8,10,11,12,14,15,16,17,20,23
3283,2,3,8,9,10,11,14,15,18,20,22,24
3284,1,5,9,10,11,16,17,19,20,21,23,24
3285,1,3,4,5,6,8,9,12,18,19,20,21
3286,1,3,4,7,8,10,11,13,14,20,21,22
3287,1,2,3,4,5,6,8,9,16,18,20,21
3288,1,3,5,7,9,12,13,14,17,19,20,21
3289,3,7,8,9,10,11,18,19,21,22,23,24
3290,1,2,8,9,10,12,15,16,17,18,19,23
3291,1,2,4,5,6,9,11,15,16,17,23,24
3292,1,2,4,5,7,11,12,13,17,20,22,23
3293,1,4,7,9,10,12,14,17,18,19,21,22
3294,2,8,12,14,15,16,19,20,21,22,23,24
3295,1,3,4,8,11,15,16,17,18,19,20,21
3296,1,2,3,5,6,7,13,14,15,18,21,23
3297,2,3,8,12,15,16,17,18,19,20,22,24
3298,3,4,5,6,9,11,13,14,15,16,17,21
3299,2,3,4,5,6,11,12,13,16,17,19,21
3300,2,4,7,9,13,14,15,16,17,18,21,24
3301,2,3,7,8,9,13,14,15,16,18,19,23
3302,1,2,3,5,6,12,13,15,17,18,21,22
3303,2,5,6,7,8,10,14,15,16,20,22,23
3304,1,4,5,6,8,9,10,11,13,14,21,23
3305,2,4,5,9,11,12,13,15,17,20,21,22
3306,2,4,5,7,8,14,16,18,19,20,21,23
3307,2,3,4,6,8,9,17,18,21,22,23,24
3308,3,5,6,7,9,10,15,19,21,22,23,24
3309,1,2,3,4,5,6,12,13,17,20,22,23
3310,1,2,4,5,6,11,13,14,17,19,21,24
3311,4,7,8,9,10,11,12,13,14,17,19,21
3312,2,3,4,7,8,9,12,19,20,21,22,23
3313,1,3,4,7,9,12,14,15,17,20,22,23
3314,2,3,4,5,6,8,9,11,14,15,17,23
3315,3,4,5,6,8,10,11,12,16,18,19,22
3316,2,4,5,6,7,9,11,13,15,17,18,22
3317,1,2,4,5,7,9,10,14,17,18,21,23
3318,1,2,4,6,7,8,10,14,20,22,23,24
3319,1,3,7,11,12,14,16,18,19,21,22,23
3320,1,2,3,6,13,14,17,18,19,20,21,22
3321,2,3,4,5,6,8,14,16,17,19,20,22
3322,2,3,6,7,9,10,11,12,15,16,17,24
3323,2,3,4,7,9,12,16,18,19,20,22,23
3324,4,6,7,9,10,11,13,15,17,18,20,22
3325,4,5,7,9,10,11,12,14,15,22,23,24
3326,1,2,3,8,9,10,12,14,18,22,23,24
3327,1,4,5,6,7,14,16,17,18,19,22,24
3328,2,3,6,9,12,13,15,16,17,20,22,23
3329,1,4,7,8,9,13,16,17,18,20,22,23
3330,1,5,8,11,12,14,15,17,19,20,22,23
3331,1,4,6,7,8,10,13,17,18,19,22,23
3332,1,2,3,4,5,8,13,14,18,21,22,23
3333,1,3,4,5,9,12,13,15,17,18,21,22
3334,1,2,4,5,6,8,9,10,11,15,18,24
3335,2,7,9,11,12,13,17,18,19,21,23,24
3336,1,2,6,8,9,14,15,17,19,20,21,24
3337,3,4,13,14,17,18,19,20,21,22,23,24
3338,2,3,4,9,10,11,14,17,19,21,22,24
3339,2,4,5,6,9,10,11,13,14,18,19,20
3340,2,3,4,5,6,7,9,10,20,21,22,23
3341,1,4,5,6,7,9,13,14,15,18,21,23
3342,1,4,5,6,11,12,14,16,17,18,23,24
3343,2,3,5,7,9,10,15,16,17,18,20,22
3344,1,2,4,7,8,10,14,15,16,17,21,23
3345,2,5,6,7,13,14,17,18,19,20,22,23
3346,1,7,8,9,10,11,12,14,15,19,20,21
3347,4,6,7,8,11,13,16,17,19,20,22,23
3348,1,4,9,13,14,16,18,19,21,22,23,24
3349,2,3,7,8,11,15,16,18,21,22,23,24
3350,3,4,5,8,9,10,11,14,17,20,23,24
3351,1,2,5,6,7,11,14,16,19,20,22,24
3352,2,4,5,6,8,9,11,15,17,18,20,21
3353,1,4,5,8,9,10,15,17,18,21,23,24
3354,2,7,8,11,14,17,18,19,20,21,23,24
3355,1,2,4,5,6,7,12,18,19,21,22,23
3356,1,2,3,5,8,9,14,15,16,19,22,23
3357,6,9,10,11,12,13,15,17,18,20,21,23
3358,1,2,3,5,8,9,10,11,14,18,22,24
3359,1,3,7,10,11,13,14,15,18,21,22,24
3360,2,3,4,7,8,12,13,17,18,21,23,24
3361,1,2,3,8,9,10,11,14,16,17,19,23
3362,4,6,10,11,14,16,17,18,19,21,23,24
3363,1,3,4,8,12,13,15,16,21,22,23,24
3364,3,5,7,8,9,10,14,15,16,17,18,24
3365,4,5,6,7,9,10,11,13,17,19,22,23
3366,1,3,5,7,10,11,12,13,15,18,19,20
3367,1,2,3,7,9,15,18,19,20,21,23,24
3368,2,4,5,6,9,11,16,17,19,20,22,23
3369,1,5,8,14,15,16,17,18,19,21,23,24
3370,2,4,5,7,10,11,12,17,18,21,22,24
3371,4,5,10,12,13,14,15,16,17,20,23,24
3372,4,6,10,11,12,14,16,17,19,22,23,24
3373,1,4,6,7,9,10,11,16,17,21,22,24
3374,2,3,4,5,8,10,14,16,17,18,22,24
3375,3,5,7,8,9,10,14,16,17,19,21,23
3376,1,2,6,7,8,10,12,13,15,17,23,24
3377,4,5,6,7,8,10,12,13,15,17,20,23
3378,6,8,10,11,13,14,17,18,19,21,23,24
3379,4,5,9,10,11,14,15,17,19,20,22,24
3380,3,5,6,7,10,12,13,14,16,17,20,23
3381,1,2,6,7,9,10,11,14,15,17,19,23
3382,1,5,8,9,10,11,12,15,18,20,22,24
3383,1,5,9,10,11,13,16,18,19,20,21,23
3384,1,3,6,8,9,11,13,15,16,17,21,22
3385,2,5,6,7,8,10,11,15,18,19,21,24
3386,1,2,5,8,9,10,15,18,19,20,21,23
3387,1,4,5,6,8,9,14,15,17,18,19,23
3388,3,5,7,8,9,12,14,15,17,19,21,22
3389,2,3,4,5,6,7,10,11,12,13,19,21
3390,2,3,6,7,8,11,13,14,19,20,22,24
3391,3,5,7,9,10,11,12,13,16,18,23,24
3392,3,5,6,7,9,10,11,12,15,16,20,22
3393,2,7,9,10,11,14,17,18,19,20,23,24
3394,1,3,4,5,7,8,10,16,18,19,20,24
3395,1,6,7,8,10,11,13,15,16,17,21,22
3396,1,4,7,12,13,14,15,16,18,19,20,24
3397,2,3,4,6,10,12,13,14,15,18,22,23
3398,1,2,5,6,8,9,13,14,18,19,20,22
3399,3,4,5,6,8,10,11,12,13,15,22,24
3400,1,2,6,7,10,13,14,16,17,19,20,22
3401,1,2,5,6,12,13,14,16,17,19,20,21
3402,1,2,5,7,9,10,11,12,13,16,18,20
3403,2,6,7,8,11,13,15,16,18,20,21,22
3404,2,3,5,6,7,9,12,13,14,20,21,22
3405,2,3,7,9,10,11,12,13,15,16,17,21
3406,2,4,8,9,12,14,16,18,19,21,22,23
3407,3,6,7,12,13,16,17,18,20,21,23,24
3408,4,5,8,10,12,13,15,16,19,21,23,24
3409,3,5,6,8,9,14,17,18,19,21,23,24
3410,2,5,6,8,11,12,13,14,15,19,22,24
3411,4,6,9,11,12,15,17,19,20,21,23,24
3412,1,2,4,5,6,7,8,11,12,15,16,18
3413,1,2,4,5,9,10,15,17,18,20,23,24
3414,1,2,6,7,8,12,13,15,19,20,22,24
3415,2,3,5,6,7,8,9,13,16,18,23,24
3416,4,5,7,10,12,13,16,18,21,22,23,24
3417,1,3,5,7,8,10,13,16,20,21,22,23
3418,1,2,3,7,12,15,16,18,19,20,21,23
3419,1,3,4,7,8,9,10,11,15,16,19,24
3420,3,4,6,7,8,13,14,19,20,21,22,23
3421,1,2,4,8,10,11,12,15,17,18,22,24
3422,2,6,7,10,13,14,15,16,17,18,20,22
3423,2,4,9,11,13,14,15,16,18,21,22,24
3424,1,2,3,5,8,9,10,13,16,17,21,24
3425,2,3,6,7,9,10,11,15,18,21,23,24
3426,1,2,3,4,6,7,8,11,16,19,22,23
3427,1,2,5,7,8,9,10,12,13,17,19,22
3428,1,4,5,6,7,10,11,15,18,20,21,23
3429,2,8,9,10,11,14,15,18,19,21,22,24
3430,2,3,4,7,8,12,15,18,19,20,21,24
3431,1,2,4,6,8,9,11,13,14,18,19,24
3432,2,3,6,7,8,9,11,12,18,19,23,24
3433,1,3,5,7,8,9,11,12,16,17,20,22
3434,1,3,4,6,8,10,13,14,16,18,19,20
3435,3,9,10,12,14,15,16,18,19,21,22,24
3436,1,5,8,9,13,14,15,16,18,19,20,22
3437,2,3,5,7,8,10,11,12,14,15,23,24
3438,1,4,5,9,11,15,16,17,19,21,22,24
3439,2,3,5,7,8,9,10,16,18,20,21,23
3440,1,4,5,6,9,10,12,13,15,17,19,24
3441,1,3,5,8,9,10,11,12,16,17,18,24
3442,4,7,10,11,12,14,15,16,19,20,21,22
3443,4,6,8,10,11,15,16,17,19,21,23,24
3444,1,5,7,8,9,10,12,15,18,19,22,23
3445,3,5,6,7,8,9,11,12,16,17,19,21
3446,2,6,9,10,11,13,15,16,17,19,21,23
3447,1,2,6,8,9,10,11,15,16,17,18,24
3448,2,3,7,8,9,11,13,15,16,19,23,24
3449,1,2,3,5,6,8,9,10,11,12,13,18
3450,2,3,5,6,9,10,12,13,15,16,19,23
3451,1,2,7,8,11,12,13,14,16,18,22,24
3452,1,3,5,6,11,13,16,18,19,21,22,24
3453,1,2,4,5,8,10,11,12,14,17,18,21
3454,2,4,10,11,13,14,16,17,19,20,21,23
3455,2,4,6,9,10,12,14,15,19,20,21,22
3456,2,5,6,8,9,12,13,14,16,17,22,23
3457,1,5,6,8,14,15,16,17,18,20,21,23
3458,5,6,8,9,12,14,17,18,19,20,21,24
3459,2,6,8,11,12,15,16,18,20,21,23,24
3460,2,3,7,8,9,11,14,15,16,17,19,21
3461,7,9,10,11,12,13,14,15,17,22,23,24
3462,3,5,7,9,10,11,12,14,15,16,20,22
3463,1,6,8,10,12,14,15,16,18,22,23,24
3464,1,2,3,4,5,7,8,11,13,15,18,19
3465,1,2,4,5,10,14,15,16,17,18,20,21
3466,9,10,12,14,15,16,17,18,19,20,21,23
3467,2,4,5,10,11,12,14,15,20,22,23,24
3468,1,4,8,11,13,15,16,17,18,19,23,24
3469,2,4,7,10,13,14,16,17,18,20,22,24
3470,2,3,7,9,12,13,17,18,19,20,22,23
3471,3,4,5,6,7,8,9,13,14,18,19,20
3472,3,6,8,9,10,12,17,19,20,22,23,24
3473,3,4,6,7,11,13,14,15,17,18,19,22
3474,1,2,4,8,10,11,12,15,16,19,22,23
3475,2,6,9,10,11,13,16,17,18,20,22,23
3476,1,4,5,6,8,9,10,11,12,14,15,20
3477,1,3,7,8,9,10,12,13,14,16,17,19
3478,3,4,6,7,10,11,12,13,17,18,22,24
3479,1,2,3,4,7,9,10,13,14,17,21,24
3480,1,6,7,9,12,13,14,15,16,20,22,24
3481,2,3,4,5,6,8,9,10,15,21,23,24
3482,2,5,6,11,13,15,16,19,21,22,23,24
3483,2,3,4,5,8,13,15,17,20,21,23,24
3484,4,7,9,11,12,13,14,15,16,19,21,24
3485,4,6,7,9,10,11,15,17,18,20,23,24
3486,1,4,5,6,7,8,10,11,16,17,22,23
3487,2,3,5,8,9,10,11,14,15,17,23,24
3488,4,7,11,13,14,15,16,18,19,20,21,23
3489,1,5,6,8,10,14,15,17,18,21,22,24
3490,1,8,9,10,12,14,17,18,20,21,22,24
3491,1,2,3,4,6,10,13,14,17,18,20,22
3492,1,3,5,7,11,13,15,16,18,20,22,23
3493,6,8,10,13,14,15,16,17,18,19,20,21
3494,4,5,7,10,11,12,13,16,17,20,22,23
3495,1,2,3,4,7,10,12,13,18,21,22,24
3496,1,6,7,10,12,14,16,17,19,22,23,24
3497,1,2,5,7,9,10,11,12,13,15,16,19
3498,3,5,7,9,10,11,13,14,15,17,20,21
3499,1,4,5,6,10,11,12,13,14,18,21,22
3500,2,3,4,5,6,7,8,9,10,12,15,20
3501,1,4,5,7,11,15,16,20,21,22,23,24
3502,1,2,3,4,7,10,14,15,17,19,22,24
3503,1,4,7,8,9,12,13,14,15,20,21,24
3504,3,4,7,10,12,13,16,17,20,22,23,24
3505,1,4,7,9,10,11,14,15,17,19,22,23
3506,1,2,4,6,8,12,13,17,18,19,20,23
3507,2,5,6,7,8,11,13,15,16,19,22,23
3508,1,2,4,8,9,10,11,12,17,18,23,24
3509,2,3,4,5,8,10,12,14,16,18,22,23
3510,3,4,5,6,7,10,11,14,16,18,19,20
3511,1,3,7,8,9,12,14,15,17,20,21,23
3512,1,2,4,6,8,9,13,14,15,17,20,22
3513,4,5,9,10,11,13,15,18,20,22,23,24
3514,1,2,4,6,7,9,10,17,18,19,22,23
3515,4,5,6,7,9,11,12,13,18,21,22,24
3516,1,2,7,9,12,14,15,16,17,18,21,22
3517,1,3,4,5,9,10,11,12,14,16,22,24
3518,2,4,5,8,9,13,17,20,21,22,23,24
3519,1,2,5,6,7,8,10,11,15,18,19,21
3520,1,3,6,7,8,10,12,15,19,20,21,23
3521,1,2,3,4,5,6,8,10,12,13,15,22
3522,1,4,5,6,10,12,13,15,20,21,22,24
3523,3,5,6,11,12,13,18,19,20,21,23,24
3524,1,4,7,8,9,10,15,16,18,19,20,22
3525,2,4,5,6,9,10,15,16,17,18,20,21
3526,1,3,4,6,8,10,11,12,13,14,15,23
3527,1,5,7,8,10,11,12,13,15,19,22,24
3528,2,8,9,10,11,13,14,16,17,19,22,24
3529,1,4,5,6,7,11,12,13,14,15,17,19
3530,2,6,7,8,9,10,11,12,15,16,18,19
3531,1,2,5,7,8,11,12,14,19,20,21,22
3532,1,2,3,5,9,13,16,17,18,19,20,24
3533,2,3,4,5,14,15,16,17,18,22,23,24
3534,2,5,6,7,8,11,12,13,14,16,18,21
3535,3,8,9,11,14,16,17,19,21,22,23,24
3536,2,8,9,11,14,15,16,17,20,22,23,24
3537,3,4,5,6,7,8,11,12,15,16,18,22
3538,1,2,5,7,8,9,10,12,15,16,23,24
3539,1,2,4,5,7,8,10,12,13,18,19,23
3540,2,3,4,5,7,8,10,13,14,16,20,23
3541,1,2,3,4,6,8,9,14,15,17,23,24
3542,2,3,4,6,7,9,10,12,14,15,16,17
3543,2,3,5,10,13,14,15,16,18,22,23,24
3544,3,4,5,6,7,10,11,12,14,18,19,24
3545,7,8,9,10,11,13,16,18,19,21,22,24
3546,3,6,7,8,9,12,13,15,19,20,21,24
3547,2,3,7,10,12,15,17,19,20,21,22,23
3548,3,5,9,10,11,12,15,16,17,18,19,20
3549,1,2,5,6,8,9,11,12,13,16,18,21
3550,2,4,6,10,12,13,14,15,19,20,21,22
3551,1,5,7,8,9,10,11,13,14,16,19,24
3552,1,4,7,9,10,11,12,13,15,19,21,23
3553,2,3,6,8,9,10,14,15,16,17,18,20
3554,3,5,7,8,11,13,14,16,18,20,23,24
3555,1,3,6,7,8,9,10,16,20,21,23,24
3556,3,5,7,8,9,11,12,16,17,18,19,22
3557,2,4,7,11,12,13,14,17,20,21,22,24
3558,1,2,3,4,5,6,7,11,12,16,22,23
3559,3,4,8,10,11,13,16,17,18,19,20,23
3560,1,2,3,4,6,10,13,15,16,19,21,22
3561,5,7,10,12,13,15,18,19,21,22,23,24
3562,3,4,5,7,8,9,11,12,15,19,20,22
3563,1,2,8,10,11,12,13,15,16,21,22,24
3564,1,2,4,6,7,8,9,12,14,15,19,21
3565,1,5,6,7,9,15,16,17,19,20,22,24
3566,2,3,4,9,11,12,13,14,18,19,20,23
3567,2,5,7,9,12,13,14,15,16,19,20,21
3568,5,8,12,13,14,15,16,17,20,21,22,23
3569,3,5,7,11,12,13,14,15,18,20,21,23
3570,1,6,7,8,11,12,13,14,16,18,19,24
3571,2,3,5,6,8,9,10,13,15,19,21,24
3572,1,6,11,12,13,15,17,18,21,22,23,24
3573,2,6,10,11,12,14,17,18,20,21,22,24
3574,2,3,4,5,6,9,12,14,15,18,19,20
3575,1,3,4,5,6,7,17,19,20,22,23,24
3576,1,2,4,6,9,11,12,15,16,18,20,23
3577,1,4,6,8,9,10,12,13,14,15,19,24
3578,1,3,5,7,9,11,13,14,18,19,22,24
3579,1,3,5,6,7,8,9,11,13,16,20,22
3580,4,6,8,9,10,12,14,16,18,20,21,22
3581,1,2,3,5,7,11,12,16,17,18,21,23
3582,1,3,5,7,11,13,14,15,16,18,19,23
3583,2,3,5,9,11,12,15,16,18,20,22,23
3584,1,4,5,6,10,13,14,17,18,19,21,22
3585,1,2,4,5,8,12,14,17,18,19,23,24
3586,3,5,7,11,12,13,15,16,17,19,20,23
3587,1,2,4,6,8,10,12,14,19,20,21,23
3588,2,6,12,14,16,17,19,20,21,22,23,24
3589,1,2,4,6,9,10,11,12,13,16,17,23
3590,5,6,8,10,12,14,16,18,19,20,21,23
3591,6,7,8,9,10,11,12,14,16,17,18,20
3592,2,5,6,8,9,11,12,13,14,15,16,21
3593,1,3,4,5,9,13,14,15,19,20,22,24
3594,1,3,4,5,7,9,10,12,14,16,19,24
3595,3,4,6,9,11,13,15,16,19,22,23,24
3596,1,2,6,8,9,10,11,12,14,15,21,23
3597,2,3,4,8,9,10,11,16,18,19,21,23
3598,2,7,8,9,10,11,14,16,18,19,21,23
3599,1,5,6,8,10,11,12,14,17,18,19,24
3600,1,2,6,8,10,11,12,13,16,20,23,24
3601,1,3,6,7,12,13,14,15,16,21,22,24
3602,2,5,6,7,9,10,14,16,17,20,23,24
3603,2,4,5,7,9,12,13,15,17,22,23,24
3604,1,3,4,5,10,12,14,16,17,22,23,24
3605,2,3,7,8,9,11,15,17,18,20,22,23
3606,3,4,5,8,10,11,13,14,15,16,17,21
3607,2,3,5,8,10,13,18,19,20,21,22,23
3608,2,4,5,6,7,8,12,16,18,19,23,24
3609,1,3,4,7,9,10,15,16,18,19,21,23
3610,3,5,6,8,9,10,11,12,16,20,21,23
3611,1,3,4,5,11,12,14,15,20,21,22,23
3612,1,3,4,5,8,11,12,18,19,20,21,22
3613,3,5,6,8,9,11,12,13,14,16,17,20
3614,1,4,5,6,8,16,17,18,19,20,21,24
3615,3,5,6,7,8,9,12,15,17,18,20,22
3616,1,2,3,4,8,12,13,14,15,18,21,22
3617,2,5,6,8,12,13,15,16,17,20,22,24
3618,1,3,4,6,7,10,12,15,17,20,21,24
3619,5,6,7,9,10,11,16,19,20,22,23,24
3620,5,7,8,9,10,11,13,14,17,18,19,21
3621,4,5,6,7,11,12,14,15,19,21,22,23
3622,1,3,4,6,8,12,13,14,18,19,21,24
3623,1,6,8,10,12,14,16,17,19,20,22,23
3624,1,5,6,7,10,12,13,15,16,21,23,24
3625,2,3,4,5,6,10,13,15,16,22,23,24
3626,1,3,5,6,7,8,9,14,18,19,21,22
3627,1,2,3,5,7,9,12,14,16,18,20,23
3628,3,4,7,9,10,11,16,17,18,21,23,24
3629,3,4,5,7,8,10,11,12,14,15,16,24
3630,1,2,3,5,6,7,13,14,15,16,22,23
3631,2,3,7,8,9,11,12,14,15,16,19,23
3632,2,4,5,6,7,9,11,12,13,14,18,23
3633,1,2,4,9,10,12,13,15,17,18,22,24
3634,3,5,6,8,9,10,16,17,18,20,21,23
3635,1,3,4,5,6,8,14,16,18,19,20,21
3636,7,9,10,12,14,15,16,17,19,20,21,23
3637,3,5,7,8,14,15,16,17,19,21,23,24
3638,1,3,4,6,7,8,13,15,17,20,21,22
3639,2,5,6,7,9,11,15,16,19,20,21,22
3640,4,7,8,10,14,15,17,18,19,21,22,23
3641,3,4,5,6,9,13,15,16,18,20,21,24
3642,3,4,9,10,12,13,14,16,17,20,23,24
3643,2,4,6,9,10,12,13,14,16,17,20,21
3644,1,2,6,7,8,15,17,18,19,22,23,24
3645,2,3,4,5,8,10,13,14,17,18,21,24
3646,4,5,8,10,11,12,14,16,18,19,22,23
3647,4,6,7,8,9,10,11,12,13,16,21,24
3648,2,7,10,11,13,14,17,18,19,22,23,24
3649,1,5,7,8,10,12,13,14,15,16,19,21
3650,1,3,6,7,8,10,12,15,17,18,21,23
3651,4,5,9,10,13,16,17,19,21,22,23,24
3652,1,7,8,9,11,16,17,18,19,20,22,23
3653,2,4,6,8,11,12,13,15,17,18,23,24
3654,1,2,4,6,7,8,11,12,18,19,20,24
3655,2,3,4,6,8,10,11,15,16,17,19,21
3656,1,2,3,4,5,8,11,12,13,20,23,24
3657,3,4,5,6,7,9,10,17,19,20,21,24
3658,1,3,4,6,11,13,16,17,18,19,21,24
3659,1,2,4,5,6,11,13,14,15,16,18,24
3660,1,3,4,5,6,8,14,16,17,18,21,22
3661,2,4,6,10,11,12,14,16,17,22,23,24
3662,2,3,5,6,8,11,15,16,18,19,23,24
3663,4,7,8,9,11,12,13,15,17,18,20,23
3664,1,2,3,6,7,10,12,14,17,19,20,22
3665,3,8,9,10,11,13,15,16,17,20,23,24
3666,1,2,4,6,7,9,11,17,19,21,22,23
3667,2,3,5,6,7,9,14,17,20,22,23,24
